name,qid,filename,file_page,author,license,source,image_url,_saved_path
Mats Wieffer,Q58767078,FC RB Salzburg gegen Feyenoord Rotterdam (Testspiel 2022-07-09) 39 (cropped).jpg,https://commons.wikimedia.org/wiki/File:FC RB Salzburg gegen Feyenoord Rotterdam (Testspiel 2022-07-09) 39 (cropped).jpg,"<a href=""//commons.wikimedia.org/wiki/User:Werner100359"" title=""User:Werner100359"">Werner100359</a>",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/FC%20RB%20Salzburg%20gegen%20Feyenoord%20Rotterdam%20%28Testspiel%202022-07-09%29%2039%20%28cropped%29.jpg?width=800,/Users/mzahariev/footballspinner/public/players/FC RB Salzburg gegen Feyenoord Rotterdam (Testspiel 2022-07-09) 39 (cropped).jpg
Maxim De Cuyper,Q85928265,silhouette-player.png,,Wikimedia contributor,CC,fallback,/img/silhouette-player.png,
Joël Veltman,Q129077,Joël Veltman 2022 (cropped) (2).jpg,https://commons.wikimedia.org/wiki/File:Joël Veltman 2022 (cropped) (2).jpg,jamesboyes,CC BY 2.0 (https://creativecommons.org/licenses/by/2.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Jo%C3%ABl%20Veltman%202022%20%28cropped%29%20%282%29.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Joël Veltman 2022 (cropped) (2).jpg
Diego Coppola,Q58460887,silhouette-player.png,,Wikimedia contributor,CC,fallback,/img/silhouette-player.png,
Charlie Tasker,Q136032454,silhouette-player.png,,Wikimedia contributor,CC,fallback,/img/silhouette-player.png,
Harry Howell,Q356291,Harry howell rangers.jpg,https://commons.wikimedia.org/wiki/File:Harry howell rangers.jpg,"Unknown author<span style=""display: none;"">Unknown author</span>",Public domain,player,https://commons.wikimedia.org/wiki/Special:FilePath/Harry%20howell%20rangers.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Harry howell rangers.jpg
Nehemiah Oriola,,silhouette-player.png,,Wikimedia contributor,CC,fallback,/img/silhouette-player.png,
Brajan Gruda,Q116432094,Logo Mainz 05.svg,https://commons.wikimedia.org/wiki/File:Logo Mainz 05.svg,1. FSV Mainz 05,Public domain,club,https://commons.wikimedia.org/wiki/Special:FilePath/Logo%20Mainz%2005.svg?width=400,/Users/mzahariev/footballspinner/public/players/Logo Mainz 05.svg
Martin Dúbravka,Q510401,Martin Dubravka 2018.jpg,https://commons.wikimedia.org/wiki/File:Martin Dubravka 2018.jpg,@cfcunofficial (Chelsea Debs) London,CC BY-SA 2.0 (https://creativecommons.org/licenses/by-sa/2.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Martin%20Dubravka%202018.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Martin Dubravka 2018.jpg
Marcus Edwards,Q26972992,Marcus Edwards 26042025 (3).jpg,https://commons.wikimedia.org/wiki/File:Marcus Edwards 26042025 (3).jpg,"<a href=""//commons.wikimedia.org/wiki/User:Timmy96"" title=""User:Timmy96"">Timmy96</a>",CC0 (http://creativecommons.org/publicdomain/zero/1.0/deed.en),player,https://commons.wikimedia.org/wiki/Special:FilePath/Marcus%20Edwards%2026042025%20%283%29.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Marcus Edwards 26042025 (3).jpg
Jaidon Anthony,Q103417114,Jaidon Anthony 2020.png,https://commons.wikimedia.org/wiki/File:Jaidon Anthony 2020.png,AFC Bournemouth,CC BY 3.0 (https://creativecommons.org/licenses/by/3.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Jaidon%20Anthony%202020.png?width=800,/Users/mzahariev/footballspinner/public/players/Jaidon Anthony 2020.png
Bashir Humphreys,Q116137865,silhouette-player.png,,Wikimedia contributor,CC,fallback,/img/silhouette-player.png,
Max Weiss,Q111810584,silhouette-player.png,,Wikimedia contributor,CC,fallback,/img/silhouette-player.png,
Florentino,Q20872217,silhouette-player.png,,Wikimedia contributor,CC,fallback,/img/silhouette-player.png,
Loum Tchaouna,Q108703725,silhouette-player.png,,Wikimedia contributor,CC,fallback,/img/silhouette-player.png,
Hjalmar Ekdal,Q63649997,silhouette-player.png,,Wikimedia contributor,CC,fallback,/img/silhouette-player.png,
Zian Flemming,Q40451970,Zian Flemming with a fan.jpg,https://commons.wikimedia.org/wiki/File:Zian Flemming with a fan.jpg,"<a href=""//commons.wikimedia.org/wiki/User:Timmy96"" title=""User:Timmy96"">Timmy96</a>",CC0 (http://creativecommons.org/publicdomain/zero/1.0/deed.en),player,https://commons.wikimedia.org/wiki/Special:FilePath/Zian%20Flemming%20with%20a%20fan.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Zian Flemming with a fan.jpg
Kyle Walker,Q59108,Kyle Walker.jpg,https://commons.wikimedia.org/wiki/File:Kyle Walker.jpg,Кирилл Венедиктов,CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Kyle%20Walker.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Kyle Walker.jpg
Oliver Sonne,Q110127864,Oliver Sonne 26042025 (7).jpg,https://commons.wikimedia.org/wiki/File:Oliver Sonne 26042025 (7).jpg,"<a href=""//commons.wikimedia.org/wiki/User:Timmy96"" title=""User:Timmy96"">Timmy96</a>",CC0 (http://creativecommons.org/publicdomain/zero/1.0/deed.en),player,https://commons.wikimedia.org/wiki/Special:FilePath/Oliver%20Sonne%2026042025%20%287%29.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Oliver Sonne 26042025 (7).jpg
David Datro Fofana,Q105575806,Molde Fotball Logo.svg,https://commons.wikimedia.org/wiki/File:Molde Fotball Logo.svg,"Unknown author<span style=""display: none;"">Unknown author</span>",Public domain,club,https://commons.wikimedia.org/wiki/Special:FilePath/Molde%20Fotball%20Logo.svg?width=400,/Users/mzahariev/footballspinner/public/players/Molde Fotball Logo.svg
Francisco Lucas Pires,Q3081880,silhouette-player.png,,Wikimedia contributor,CC,fallback,/img/silhouette-player.png,
Josh Cullen,Q20807270,Josh Cullen.jpg,https://commons.wikimedia.org/wiki/File:Josh Cullen.jpg,"<a href=""//commons.wikimedia.org/wiki/User:Egghead06"" title=""User:Egghead06"">Egghead06</a>",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Josh%20Cullen.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Josh Cullen.jpg
Armando Broja,Q87347516,Armando Broja October 2019.jpg,https://commons.wikimedia.org/wiki/File:Armando Broja October 2019.jpg,"<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/people/121676765@N07"">@cfcunofficial (Chelsea Debs) London</a> from London, UK",CC BY-SA 2.0 (https://creativecommons.org/licenses/by-sa/2.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Armando%20Broja%20October%202019.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Armando Broja October 2019.jpg
Hannibal Mejbri,Q96755704,Hannibal Mejbri 26042025 (1).jpg,https://commons.wikimedia.org/wiki/File:Hannibal Mejbri 26042025 (1).jpg,"<a href=""//commons.wikimedia.org/wiki/User:Timmy96"" title=""User:Timmy96"">Timmy96</a>",CC0 (http://creativecommons.org/publicdomain/zero/1.0/deed.en),player,https://commons.wikimedia.org/wiki/Special:FilePath/Hannibal%20Mejbri%2026042025%20%281%29.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Hannibal Mejbri 26042025 (1).jpg
Josh Laurent,Q20876201,Josh Laurent.jpg,https://commons.wikimedia.org/wiki/File:Josh Laurent.jpg,"<a href=""//commons.wikimedia.org/w/index.php?title=User:MarleyMarleyMarley&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:MarleyMarleyMarley (page does not exist)"">MarleyMarleyMarley</a>",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Josh%20Laurent.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Josh Laurent.jpg
Quilindschy Hartman,Q113572844,Quilindschy hartman-1680550566.jpeg,https://commons.wikimedia.org/wiki/File:Quilindschy hartman-1680550566.jpeg,John Groeneweg,CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Quilindschy%20hartman-1680550566.jpeg?width=800,/Users/mzahariev/footballspinner/public/players/Quilindschy hartman-1680550566.jpeg
Mike Trésor Ndayishimiye,Q56706957,MikeTresor2018.jpg,https://commons.wikimedia.org/wiki/File:MikeTresor2018.jpg,RN7,CC BY 3.0 (https://creativecommons.org/licenses/by/3.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/MikeTresor2018.jpg?width=800,/Users/mzahariev/footballspinner/public/players/MikeTresor2018.jpg
Václav Hladký,Q7944114,Vaclav Hladky 190923.jpg,https://commons.wikimedia.org/wiki/File:Vaclav Hladky 190923.jpg,"<a href=""//commons.wikimedia.org/w/index.php?title=User:ITFC1234&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:ITFC1234 (page does not exist)"">ITFC1234</a>",CC0 (http://creativecommons.org/publicdomain/zero/1.0/deed.en),player,https://commons.wikimedia.org/wiki/Special:FilePath/Vaclav%20Hladky%20190923.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Vaclav Hladky 190923.jpg
Jaydon Banel,Q110682026,silhouette-player.png,,Wikimedia contributor,CC,fallback,/img/silhouette-player.png,
Ashley Barnes,Q725747,Ashley Barnes Brighton vs Spurs.jpg,https://commons.wikimedia.org/wiki/File:Ashley Barnes Brighton vs Spurs.jpg,"<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/people/37972999@N07"">James Boyes</a> from UK",CC BY 2.0 (https://creativecommons.org/licenses/by/2.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Ashley%20Barnes%20Brighton%20vs%20Spurs.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Ashley Barnes Brighton vs Spurs.jpg
Jordan Beyer,Q56250360,2022128171555 2022-05-08 Fussball Eintracht Frankfurt vs Borussia Mönchengladbach - Sven - 1D X MK II - 0415 - AK8I7150 (cropped).jpg,https://commons.wikimedia.org/wiki/File:2022128171555 2022-05-08 Fussball Eintracht Frankfurt vs Borussia Mönchengladbach - Sven - 1D X MK II - 0415 - AK8I7150 (cropped).jpg,Sven Mandel,CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/2022128171555%202022-05-08%20Fussball%20Eintracht%20Frankfurt%20vs%20Borussia%20M%C3%B6nchengladbach%20-%20Sven%20-%201D%20X%20MK%20II%20-%200415%20-%20AK8I7150%20%28cropped%29.jpg?width=800,/Users/mzahariev/footballspinner/public/players/2022128171555 2022-05-08 Fussball Eintracht Frankfurt vs Borussia Mönchengladbach - Sven - 1D X MK II - 0415 - AK8I7150 (cropped).jpg
Joe Worrall,Q22087181,Joe Worrall with Beşiktaş (cropped).jpg,https://commons.wikimedia.org/wiki/File:Joe Worrall with Beşiktaş (cropped).jpg,Wikimedia contributor,CC BY 2.0 (https://creativecommons.org/licenses/by/2.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Joe%20Worrall%20with%20Be%C5%9Fikta%C5%9F%20%28cropped%29.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Joe Worrall with Beşiktaş (cropped).jpg
George Brierley,,silhouette-player.png,,Wikimedia contributor,CC,fallback,/img/silhouette-player.png,
Murray Campbell,Q117322191,silhouette-player.png,,Wikimedia contributor,CC,fallback,/img/silhouette-player.png,
Brandon Pouani,,silhouette-player.png,,Wikimedia contributor,CC,fallback,/img/silhouette-player.png,
Ellis Clarke,Q1332443,Sir Ellis Clarke.jpg,https://commons.wikimedia.org/wiki/File:Sir Ellis Clarke.jpg,Albert Sydney,CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Sir%20Ellis%20Clarke.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Sir Ellis Clarke.jpg
Maxime Estève,Q108000822,Maxime Esteve 2021.jpg,https://commons.wikimedia.org/wiki/File:Maxime Esteve 2021.jpg,MHSC TV - Montpellier Hérault Sport Club,CC BY 3.0 (https://creativecommons.org/licenses/by/3.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Maxime%20Esteve%202021.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Maxime Esteve 2021.jpg
Marley Leuluai,Q123401309,silhouette-player.png,,Wikimedia contributor,CC,fallback,/img/silhouette-player.png,
Oliver Pimlott,Q136295901,silhouette-player.png,,Wikimedia contributor,CC,fallback,/img/silhouette-player.png,
Axel Tuanzebe,Q27019988,"Manchester United v Wigan Athletic, January 2017 (33).JPG","https://commons.wikimedia.org/wiki/File:Manchester United v Wigan Athletic, January 2017 (33).JPG","<a href=""//commons.wikimedia.org/wiki/User:Ardfern"" title=""User:Ardfern"">Ardfern</a>",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Manchester%20United%20v%20Wigan%20Athletic%2C%20January%202017%20%2833%29.JPG?width=800,/Users/mzahariev/footballspinner/public/players/Manchester United v Wigan Athletic January 2017 (33).JPG
Jacob Bruun Larsen,Q26221634,"Jacob Bruun Larsen, Dinamarca x África do Sul - Olimpíadas Rio 2016 (cropped).jpg","https://commons.wikimedia.org/wiki/File:Jacob Bruun Larsen, Dinamarca x África do Sul - Olimpíadas Rio 2016 (cropped).jpg","<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/people/64586261@N02"">Agência Brasília</a>",CC BY 2.0 (https://creativecommons.org/licenses/by/2.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Jacob%20Bruun%20Larsen%2C%20Dinamarca%20x%20%C3%81frica%20do%20Sul%20-%20Olimp%C3%ADadas%20Rio%202016%20%28cropped%29.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Jacob Bruun Larsen Dinamarca x África do Sul - Olimpíadas Rio 2016 (cropped).jpg
Lesley Ugochukwu,Q106366721,Lesley Ugochukwu 2023 Luton.jpg,https://commons.wikimedia.org/wiki/File:Lesley Ugochukwu 2023 Luton.jpg,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Oscarfan123&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Oscarfan123 (page does not exist)"">Oscarfan123</a>",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Lesley%20Ugochukwu%202023%20Luton.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Lesley Ugochukwu 2023 Luton.jpg
Lyle Foster,Q42725482,silhouette-player.png,,Wikimedia contributor,CC,fallback,/img/silhouette-player.png,
Robert Sánchez,Q56043276,Robert Sánchez FIFA Club World Cup final extraction.jpg,https://commons.wikimedia.org/wiki/File:Robert Sánchez FIFA Club World Cup final extraction.jpg,The White House,Public domain,player,https://commons.wikimedia.org/wiki/Special:FilePath/Robert%20S%C3%A1nchez%20FIFA%20Club%20World%20Cup%20final%20extraction.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Robert Sánchez FIFA Club World Cup final extraction.jpg
Cole Palmer,Q99760796,Cole Palmer 2025 FIFA Club World Cup Final.jpg,https://commons.wikimedia.org/wiki/File:Cole Palmer 2025 FIFA Club World Cup Final.jpg,The White House,Public domain,player,https://commons.wikimedia.org/wiki/Special:FilePath/Cole%20Palmer%202025%20FIFA%20Club%20World%20Cup%20Final.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Cole Palmer 2025 FIFA Club World Cup Final.jpg
Mykhailo Mudryk,Q58494476,Михаил Мудрик. 26 мая 2021 года — 1233123 (cropped).jpg,https://commons.wikimedia.org/wiki/File:Михаил Мудрик. 26 мая 2021 года — 1233123 (cropped).jpg,Dynamomania.com,CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/%D0%9C%D0%B8%D1%85%D0%B0%D0%B8%D0%BB%20%D0%9C%D1%83%D0%B4%D1%80%D0%B8%D0%BA.%2026%20%D0%BC%D0%B0%D1%8F%202021%20%D0%B3%D0%BE%D0%B4%D0%B0%20%E2%80%94%201233123%20%28cropped%29.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Михаил Мудрик. 26 мая 2021 года  1233123 (cropped).jpg
Jamie Gittens,Q111627959,Borussia Dortmund logo.svg,https://commons.wikimedia.org/wiki/File:Borussia Dortmund logo.svg,"<a href=""//commons.wikimedia.org/wiki/User:Lispir"" title=""User:Lispir"">Lispir</a> (<a href=""https://pl.wikipedia.org/wiki/Wikipedysta:Lispir"" class=""extiw"" title=""pl:Wikipedysta:Lispir"">Lispir</a>)",Public domain,club,https://commons.wikimedia.org/wiki/Special:FilePath/Borussia%20Dortmund%20logo.svg?width=400,/Users/mzahariev/footballspinner/public/players/Borussia Dortmund logo.svg
Filip Jörgensen,Q108776426,Filip Jörgensen 20042025 (1).jpg,https://commons.wikimedia.org/wiki/File:Filip Jörgensen 20042025 (1).jpg,"<a href=""//commons.wikimedia.org/wiki/User:Timmy96"" title=""User:Timmy96"">Timmy96</a>",CC0 (http://creativecommons.org/publicdomain/zero/1.0/deed.en),player,https://commons.wikimedia.org/wiki/Special:FilePath/Filip%20J%C3%B6rgensen%2020042025%20%281%29.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Filip Jörgensen 20042025 (1).jpg
Dário Essugo,Q106091717,Dario Essugo Chelsea AC Milan warm up.jpg,https://commons.wikimedia.org/wiki/File:Dario Essugo Chelsea AC Milan warm up.jpg,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Oscar0123&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Oscar0123 (page does not exist)"">Oscar0123</a>",CC BY 4.0 (https://creativecommons.org/licenses/by/4.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Dario%20Essugo%20Chelsea%20AC%20Milan%20warm%20up.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Dario Essugo Chelsea AC Milan warm up.jpg
João Pedro,Q64005114,Fluminense 4–1 Atlético Nacional 23 05 2019.jpg,https://commons.wikimedia.org/wiki/File:Fluminense 4–1 Atlético Nacional 23 05 2019.jpg,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Alexandre_M._B._Berwanger&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Alexandre M. B. Berwanger (page does not exist)"">Alexandre M. B. Berwanger</a>",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Fluminense%204%E2%80%931%20Atl%C3%A9tico%20Nacional%2023%2005%202019.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Fluminense 41 Atlético Nacional 23 05 2019.jpg
Jorrel Hato,Q115059438,Jorrel Hato (cropped).jpg,https://commons.wikimedia.org/wiki/File:Jorrel Hato (cropped).jpg,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Rabar_ajax1&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Rabar ajax1 (page does not exist)"">Rabar ajax1</a>",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Jorrel%20Hato%20%28cropped%29.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Jorrel Hato (cropped).jpg
Reece James,Q39076401,Reece James FIFA Club World Cup final extraction.jpg,https://commons.wikimedia.org/wiki/File:Reece James FIFA Club World Cup final extraction.jpg,The White House,Public domain,player,https://commons.wikimedia.org/wiki/Special:FilePath/Reece%20James%20FIFA%20Club%20World%20Cup%20final%20extraction.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Reece James FIFA Club World Cup final extraction.jpg
Moisés Caicedo,Q87715532,Moisés Caicedo 20042025 (1).jpg,https://commons.wikimedia.org/wiki/File:Moisés Caicedo 20042025 (1).jpg,"<a href=""//commons.wikimedia.org/wiki/User:Timmy96"" title=""User:Timmy96"">Timmy96</a>",CC0 (http://creativecommons.org/publicdomain/zero/1.0/deed.en),player,https://commons.wikimedia.org/wiki/Special:FilePath/Mois%C3%A9s%20Caicedo%2020042025%20%281%29.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Moisés Caicedo 20042025 (1).jpg
Wesley Fofana,Q3043618,USO-ASM - 20140927 - Wesley Fofana.jpg,https://commons.wikimedia.org/wiki/File:USO-ASM - 20140927 - Wesley Fofana.jpg,"<a href=""//commons.wikimedia.org/wiki/User:Pleclown"" title=""User:Pleclown"">Clément Bucco-Lechat</a>",CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/USO-ASM%20-%2020140927%20-%20Wesley%20Fofana.jpg?width=800,/Users/mzahariev/footballspinner/public/players/USO-ASM - 20140927 - Wesley Fofana.jpg
Marc Cucurella,Q22082505,Marc Cucurella.jpg,https://commons.wikimedia.org/wiki/File:Marc Cucurella.jpg,Soccer.ru,CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Marc%20Cucurella.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Marc Cucurella.jpg
Josh Acheampong,Q123411792,silhouette-player.png,,Wikimedia contributor,CC,fallback,/img/silhouette-player.png,
Ted Curd,Q123286149,silhouette-player.png,,Wikimedia contributor,CC,fallback,/img/silhouette-player.png,
Tosin Adarabioyo,Q21620666,Tosin Adarabioyo FIFA Club World Cup extraction.jpg,https://commons.wikimedia.org/wiki/File:Tosin Adarabioyo FIFA Club World Cup extraction.jpg,The White House,Public domain,player,https://commons.wikimedia.org/wiki/Special:FilePath/Tosin%20Adarabioyo%20FIFA%20Club%20World%20Cup%20extraction.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Tosin Adarabioyo FIFA Club World Cup extraction.jpg
Facundo Buonanotte,Q113028093,silhouette-player.png,,Wikimedia contributor,CC,fallback,/img/silhouette-player.png,
Estêvão,Q1370812,silhouette-player.png,,Wikimedia contributor,CC,fallback,/img/silhouette-player.png,
Roméo Lavia,Q108649714,Roméo Lavia 20042025 (1).jpg,https://commons.wikimedia.org/wiki/File:Roméo Lavia 20042025 (1).jpg,"<a href=""//commons.wikimedia.org/wiki/User:Timmy96"" title=""User:Timmy96"">Timmy96</a>",CC0 (http://creativecommons.org/publicdomain/zero/1.0/deed.en),player,https://commons.wikimedia.org/wiki/Special:FilePath/Rom%C3%A9o%20Lavia%2020042025%20%281%29.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Roméo Lavia 20042025 (1).jpg
Alejandro Garnacho,Q111366053,Alejandro Garnacho 7 August 2022 (cropped).jpg,https://commons.wikimedia.org/wiki/File:Alejandro Garnacho 7 August 2022 (cropped).jpg,"<a href=""//commons.wikimedia.org/wiki/User:Ardfern"" title=""User:Ardfern"">Ardfern</a>",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Alejandro%20Garnacho%207%20August%202022%20%28cropped%29.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Alejandro Garnacho 7 August 2022 (cropped).jpg
Benoît Badiashile,Q57704058,"Badiashile (Testspiel, 3. Juli 2021) 23 (cropped).jpg","https://commons.wikimedia.org/wiki/File:Badiashile (Testspiel, 3. Juli 2021) 23 (cropped).jpg","<a href=""//commons.wikimedia.org/wiki/User:Werner100359"" title=""User:Werner100359"">Werner100359</a>",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Badiashile%20%28Testspiel%2C%203.%20Juli%202021%29%2023%20%28cropped%29.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Badiashile (Testspiel 3. Juli 2021) 23 (cropped).jpg
Max Merrick,Q132128998,silhouette-player.png,,Wikimedia contributor,CC,fallback,/img/silhouette-player.png,
Landon Emenalo,Q132129020,silhouette-player.png,,Wikimedia contributor,CC,fallback,/img/silhouette-player.png,
Pedro Neto,Q30036972,Pedro Neto (cropped) WWFC vs Brighton & Hove Albion 4.3.2022 (1) (cropped).jpg,https://commons.wikimedia.org/wiki/File:Pedro Neto (cropped) WWFC vs Brighton & Hove Albion 4.3.2022 (1) (cropped).jpg,Bex Walton,CC BY 2.0 (https://creativecommons.org/licenses/by/2.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Pedro%20Neto%20%28cropped%29%20WWFC%20vs%20Brighton%20%26%20Hove%20Albion%204.3.2022%20%281%29%20%28cropped%29.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Pedro Neto (cropped) WWFC vs Brighton  Hove Albion 4.3.2022 (1) (cropped).jpg
Enzo Fernández,Q96105248,Enzo Fernández 2025 FIFA Club World Cup Final.jpg,https://commons.wikimedia.org/wiki/File:Enzo Fernández 2025 FIFA Club World Cup Final.jpg,The White House,Public domain,player,https://commons.wikimedia.org/wiki/Special:FilePath/Enzo%20Fern%C3%A1ndez%202025%20FIFA%20Club%20World%20Cup%20Final.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Enzo Fernández 2025 FIFA Club World Cup Final.jpg
Liam Delap,Q99584177,"Wolves v Town, Dec 2024 (18).jpg","https://commons.wikimedia.org/wiki/File:Wolves v Town, Dec 2024 (18).jpg","<a href=""//commons.wikimedia.org/w/index.php?title=User:Xaneph&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Xaneph (page does not exist)"">James Cracknell</a>",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Wolves%20v%20Town%2C%20Dec%202024%20%2818%29.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Wolves v Town Dec 2024 (18).jpg
Yéremy Pino,Q100735281,"Manchester United v Villarreal CF, 29 September 2021 (07) (cropped).jpg","https://commons.wikimedia.org/wiki/File:Manchester United v Villarreal CF, 29 September 2021 (07) (cropped).jpg","<a href=""//commons.wikimedia.org/wiki/User:Ardfern"" title=""User:Ardfern"">Ardfern</a>",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Manchester%20United%20v%20Villarreal%20CF%2C%2029%20September%202021%20%2807%29%20%28cropped%29.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Manchester United v Villarreal CF 29 September 2021 (07) (cropped).jpg
Chrisantus Uche,Q125131571,silhouette-player.png,,Wikimedia contributor,CC,fallback,/img/silhouette-player.png,
Jean-Philippe Mateta,Q26964668,"2020-09-20 Fußball, Männer, 1. Bundesliga, RB Leipzig - 1. FSV Mainz 05 1DX 1293 by Stepro.jpg","https://commons.wikimedia.org/wiki/File:2020-09-20 Fußball, Männer, 1. Bundesliga, RB Leipzig - 1. FSV Mainz 05 1DX 1293 by Stepro.jpg","<a href=""//commons.wikimedia.org/wiki/User:Stepro"" title=""User:Stepro"">Steffen Prößdorf</a>",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/2020-09-20%20Fu%C3%9Fball%2C%20M%C3%A4nner%2C%201.%20Bundesliga%2C%20RB%20Leipzig%20-%201.%20FSV%20Mainz%2005%201DX%201293%20by%20Stepro.jpg?width=800,/Users/mzahariev/footballspinner/public/players/2020-09-20 Fußball Männer 1. Bundesliga RB Leipzig - 1. FSV Mainz 05 1DX 1293 by Stepro.jpg
